text_type,text,label,proc_text
ham,Hello! Good week? Fancy a drink or something later?,1,hello good week fancy drink something later
ham,Headin towards busetop,1,headin towards busetop
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,1,messagesome text missing sendername missing number missing sentdate missing missing u lot thats everything missing sent via fullonsmscom
ham,Come by our room at some point so we can iron out the plan for this weekend,1,come room point iron plan weekend
ham,Cos i want it to be your thing,1,co want thing
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",1,okies ill go yan jiu skip ard oso go cine den go mrt one blah blah blah
ham,Bring home some Wendy =D,1,bring home wendy
spam,100 dating service cal;l 09064012103 box334sk38ch,0,100 dating service call 09064012103 box334sk38ch
ham,Whatsup there. Dont u want to sleep,1,whatsup dont u want sleep
ham,Alright i have a new goal now,1,alright new goal
spam,FREE entry into our ??250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,0,free entry 250 weekly competition text word win 80086 18 tc wwwtxttowincouk
ham,"Alright, I'll head out in a few minutes, text me where to meet you",1,alright ill head minute text meet
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,0,send logo 2 ur lover 2 name joined heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p
ham,Yes:)from last week itself i'm taking live call.,1,yesfrom last week im taking live call
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,0,someone ha contacted dating service entered phone fancy find call landline 09111032124 pobox12n146tf150p
ham,Siva is in hostel aha:-.,1,siva hostel aha
spam,URGENT! Your Mobile number has been awarded with a ??2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,0,urgent mobile number ha awarded 2000 prize guaranteed call 09058094455 land line claim 3030 valid 12hrs
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,1,send ur friend receive something ur voice speaking expression 1childish 2naughty 3sentiment 4rowdy 5ful attitude 6romantic 7shy 8attractive 9funny ltgt irritating ltgt lovable reply
ham,Ok. She'll be ok. I guess,1,ok shell ok guess
ham,aathi..where are you dear..,1,aathiwhere dear
ham,Any pain on urination any thing else?,1,pain urination thing else
ham,7 at esplanade.. Do ?_ mind giving me a lift cos i got no car today..,1,7 esplanade mind giving lift co got car today
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,1,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
ham,At home watching tv lor.,1,home watching tv lor
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question,1,doe usually take fifteen fucking minute respond yes question
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,0,congrats nokia 3650 video camera phone call 09066382422 call cost 150ppm ave call 3mins vary mobile 16 close 300603 post bcm4284 ldn wc1n3xx
ham,Booked ticket for pongal?,1,booked ticket pongal
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,1,available im like right around hillsborough amp ltgt th
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,1,message sent askin ltgt dollar shoul pay ltgt ltgt
ham,"Ask g or iouri, I've told the story like ten times already",1,ask g iouri ive told story like ten time already
ham,How long does applebees fucking take,1,long doe applebees fucking take
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",1,hi hope u get txtjourney hasnt gdnow 50 min late think
ham,But i have to. I like to have love and arrange.,1,like love arrange
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,1,yeshe really greatbhaji told kallis best cricketer sachin worldvery tough get
ham,You were supposed to wake ME up &gt;:(,1,supposed wake gt
ham,Oic... I saw him too but i tot he din c me... I found a group liao...,1,oic saw tot din c found group liao
ham,"Sorry, I'll call later",1,sorry ill call later
ham,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,1,hey hey werethe monkeespeople say monkeyaround howdy gorgeous
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",1,sorry battery died come im getting gram wheres place
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",1,well done blimey exercise yeah kinda remember wot hmm
ham,I wont get concentration dear you know you are my mind and everything :-),1,wont get concentration dear know mind everything
ham,LOL ... Have you made plans for new years?,1,lol made plan new year
ham,10 min later k...,1,10 min later k
ham,hanks lotsly!,1,hank lotsly
ham,Thanks for this hope you had a good day today,1,thanks hope good day today
ham,K:)k:)what are detail you want to transfer?acc no enough?,1,kkwhat detail want transferacc enough
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,1,ok tell stay yeah tough optimistic thing improve month
spam,"Loan for any purpose ??500 - ??75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",0,loan purpose 500 75000 homeowner tenant welcome previously refused still help call free 0800 1956669 text back help
ham,Si si. I think ill go make those oreo truffles.,1,si si think ill go make oreo truffle
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON??T LIKE ME LIKE THAT SO DON??T WORRY.",1,look amy ure beautiful intelligent woman like u lot know u dont like like dont worry
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,1,hope thats result consistently intelligent kind start asking practicum link keep ear open best ttyl
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",1,120 call cost guess isnt bad miss ya need ya want ya love ya
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,1,going thru different feelingwavering decision coping individualtime heal everything believe
ham,Where did u go? My phone is gonna die you have to stay in here,1,u go phone gon na die stay
ham,Great. Never been better. Each day gives even more reasons to thank God,1,great never better day give even reason thank god
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",0,upgrdcentre orange customer may claim free camera phone upgrade loyalty call 0207 153 9153 offer end 26th july tc apply optout available
ham,"Sorry, I'll call later ok bye",1,sorry ill call later ok bye
ham,Ok i am on the way to railway,1,ok way railway
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),1,great princess love giving receiving oral doggy style fave position enjoy making love ltgt time per night
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,1,dont put stuff road keep getting slippery
ham,When are you going to ride your bike?,1,going ride bike
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",1,yup need ill jus wait 4 e rain 2 stop
ham,There are many company. Tell me the language.,1,many company tell language
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,0,okmail dear dave final notice collect 4 tenerife holiday 5000 cash award call 09061743806 landline tc sae box326 cw25wx 150ppm
ham,"How long has it been since you screamed, princess?",1,long ha since screamed princess
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",1,nothing meant money enters account bank remove flat rate someone transfered ltgt account ltgt dollar got removed bank differ charge also differbe sure trust 9ja person sending account detail co
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,0,want 2 get laid tonight want real dogging location sent direct 2 ur mob join uk largest dogging network txting moan 69888nyt ec2a 31pmsg150p
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),1,nice line said broken heart plz dont cum 1 time infront wise trust u good 9t
ham,Ok I'm gonna head up to usf in like fifteen minutes,1,ok im gon na head usf like fifteen minute
ham,Love you aathi..love u lot..,1,love aathilove u lot
ham,Tension ah?what machi?any problem?,1,tension ahwhat machiany problem
ham,"K, can I pick up another 8th when you're done?",1,k pick another 8th youre done
ham,When're you guys getting back? G said you were thinking about not staying for mcr,1,whenre guy getting back g said thinking staying mcr
ham,"Almost there, see u in a sec",1,almost see u sec
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",1,yo carlos friend already asking working weekend
ham,Watching tv lor...,1,watching tv lor
ham,Thank you baby! I cant wait to taste the real thing...,1,thank baby cant wait taste real thing
ham,You should change your fb to jaykwon thuglyfe falconerf,1,change fb jaykwon thuglyfe falconerf
ham,If we win its really no 1 side for long time.,1,win really 1 side long time
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",0,free message activate 500 free text message replying message word free term condition visit www07781482378com
ham,Dear reached railway. What happen to you,1,dear reached railway happen
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",1,depends quality want type sent boye faded glory 6 want ralphs maybe 2
ham,I think i've fixed it can you send a test message?,1,think ive fixed send test message
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",1,sorry man account dry would want could trade back half could buy shit credit card
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",0,congrats 1 year special cinema pas 2 call 09061209465 c suprman v matrix3 starwars3 etc 4 free bx420ip45we 150pm dont miss
ham,"Sorry,in meeting I'll call later",1,sorryin meeting ill call later
ham,What class of  &lt;#&gt;  reunion?,1,class ltgt reunion
ham,Are you free now?can i call now?,1,free nowcan call
ham,Got meh... When?,1,got meh
ham,Nope... Think i will go for it on monday... Sorry i replied so late,1,nope think go monday sorry replied late
ham,Some of them told accenture is not confirm. Is it true.,1,told accenture confirm true
ham,"Kate jackson rec center before 7ish, right?",1,kate jackson rec center 7ish right
ham,Dear i have reache room,1,dear reache room
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",1,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
ham,When can ?_ come out?,1,come
ham,Check with nuerologist.,1,check nuerologist
ham,Lolnice. I went from a fish to ..water.?,1,lolnice went fish water
spam,+123 Congratulations - in this week's competition draw u have won the ??1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,0,123 congratulation week competition draw u 1450 prize claim call 09050002311 b4280703 tcsstop sm 08718727868 18 150ppm
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,1,waiting e car dat bored wat co wait outside got nothing 2 home stuff watch tv wat
ham,"Maybe westshore or hyde park village, the place near my house?",1,maybe westshore hyde park village place near house
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,1,know hows anthony bringing money ive school fee pay rent stuff like thats need help friend need
ham,What's the significance?,1,whats significance
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,1,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",1,8 latest g still scrounge ammo want give new ak try
ham,Prabha..i'm soryda..realy..frm heart i'm sory,1,prabhaim sorydarealyfrm heart im sory
ham,Lol ok your forgiven :),1,lol ok forgiven
ham,No..jst change tat only..,1,nojst change tat
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ??500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",0,guaranteed latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
ham,S:)no competition for him.,1,sno competition
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,0,boltblue tone 150p reply poly mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tone txt
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,0,credit topped httpwwwbubbletextcom renewal pin tgxxrz
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",1,way transport le problematic sat night way u want ask n join bday feel free need know definite booking fri
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,1,usually person unconscious thats child adult may behave abnormally ill call
ham,But that's on ebay it might be less elsewhere.,1,thats ebay might le elsewhere
ham,Shall i come to get pickle,1,shall come get pickle
ham,Were gonna go get some tacos,1,gon na go get taco
ham,"That's very rude, you on campus?",1,thats rude campus
spam,"URGENT!: Your Mobile No. was awarded a ??2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",0,urgent mobile wa awarded 2000 bonus caller prize 020903 2nd attempt contact call 08718729755 box95qu
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,1,hi wont b ard 4 christmas enjoy n merry xmas
spam,"Today's Offer! Claim ur ??150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. ??3.00 Sub. 16 . Unsub reply X",0,today offer claim ur 150 worth discount voucher text yes 85023 savamob member offer mobile c 08717898035 300 sub 16 unsub reply x
ham,Yes! How is a pretty lady like you single?,1,yes pretty lady like single
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,0,recieve tone within next 24hrs term condition please see channel u teletext pg 750
ham,Jay says that you're a double-faggot,1,jay say youre doublefaggot
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,0,private 2003 account statement 07815296484 show 800 unredeemed sim point call 08718738001 identifier code 41782 expires 181104
ham,What Today-sunday..sunday is holiday..so no work..,1,todaysundaysunday holidayso work
ham,Gudnite....tc...practice going on,1,gudnitetcpractice going
ham,I'll be late...,1,ill late
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",1,ive called hoping wa l8r malaria know miss guy miss ban big pls give love especially great day
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",1,good afternoon love go day hope maybe got lead job think boytoy send passionate kiss across sea
ham,"Probably gonna be here for a while, see you later tonight &lt;)",1,probably gon na see later tonight lt
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,1,maybe fat finger press button doesnt know
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,1,ummmmmaah many many happy return day dear sweet heart happy birthday dear
ham,"I am in tirupur da, once you started from office call me.",1,tirupur da started office call
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,0,wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",1,famous quote develop ability listen anything unconditionally without losing temper self confidence mean married
ham,But am going to college pa. What to do. are else ill come there it self. Pa.,1,going college pa else ill come self pa
ham,4 oclock at mine. Just to bash out a flat plan.,1,4 oclock mine bash flat plan
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,1,girl doe stay bed girl doesnt need recovery time id rather pas fun cooped bed
ham,Then any special there?,1,special
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,1,know need get hotel got invitation apologise cali sweet come english bloke weddin
ham,"Sorry that took so long, omw now",1,sorry took long omw
ham,Wait  &lt;#&gt;  min..,1,wait ltgt min
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,1,ok give 5 minute think see btw youre alibi cutting hair whole time
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",1,imagine finally get sink bath put pace maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck
ham,"Hurry up, I've been weed-deficient for like three days",1,hurry ive weeddeficient like three day
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",1,sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,1,ok every night take warm bath drink cup milk youll see work magic still need loose weight know
ham,I???ll have a look at the frying pan in case it???s cheap or a book perhaps. No that???s silly a frying pan isn???t likely to be a book,1,ill look frying pan case cheap book perhaps thats silly frying pan isnt likely book
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays,1,well uv cause mutation sunscreen like essential thesedays
ham,Having lunch:)you are not in online?why?,1,lunchyou onlinewhy
ham,I know that my friend already told that.,1,know friend already told
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?,1,hi princess thank pic pretty
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",1,aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ahgee
ham,Hi msg me:)i'm in office..,1,hi msg meim office
ham,Thanx 4 e brownie it's v nice...,1,thanx 4 e brownie v nice
ham,Geeeee ... I love you so much I can barely stand it,1,geeeee love much barely stand
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a ??1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,0,gent trying contact last weekend draw show 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs 150ppm
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",1,fuck babe miss already know cant let send money towards net need want crave
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",1,ill call u 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh
ham,Oooh bed ridden ey? What are YOU thinking of?,1,oooh bed ridden ey thinking
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",1,anyways go gym whatever love smile hope ok good day babe miss much already
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,1,love daddy make scream pleasure going slap dick
ham,WOT U WANNA DO THEN MISSY?,1,wot u wan na missy
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,1,yar lor wait 4 mum 2 finish sch lunch lor whole morning stay home clean room room quite clean hee
ham,Do you know where my lab goggles went,1,know lab goggles went
ham,Can you open the door?,1,open door
ham,Waiting for your call.,1,waiting call
ham,Nope i waiting in sch 4 daddy... ,1,nope waiting sch 4 daddy
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",0,1000 cash 2000 prize claim call09050000327
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",1,im tired arguing week week want ill
ham,?? wait 4 me in sch i finish ard 5..,1,wait 4 sch finish ard 5
spam,"our mobile number has won ??5000, to claim calls us back or ring the claims hot line on 09050005321.",0,mobile number ha 5000 claim call u back ring claim hot line 09050005321
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",1,arngd marriage u r walkin unfortuntly snake bite u bt love marriage dancing frnt snake amp sayin bite bite
ham,Huh so early.. Then ?_ having dinner outside izzit?,1,huh early dinner outside izzit
ham,Ok anyway no need to change with what you said,1,ok anyway need change said
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,0,tried contact reply offer 750 min 150 textand new video phone call 08002988890 reply free delivery tomorrow
ham,my ex-wife was not able to have kids. Do you want kids one day?,1,exwife wa able kid want kid one day
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,1,hows scotland hope showing jjc tendency take care live dream
ham,Tell them u have a headache and just want to use 1 hour of sick time.,1,tell u headache want use 1 hour sick time
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",1,dun thk ill quit yet hmmm go jazz yogasana oso go meet em lesson den
ham,"\Pete can you please ring meive hardly gotany credit\""""",1,pete please ring meive hardly gotany credit
ham,Ya srsly better than yi tho,1,ya srsly better yi tho
ham,"I'm in a meeting, call me later at",1,im meeting call later
spam,"For ur chance to win a ??250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",0,ur chance win 250 wkly shopping spree txt shop 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,0,specially selected receive 2000 pound award call 08712402050 line close cost 10ppm 16 tc apply ag promo
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,0,private 2003 account statement 07753741225 show 800 unredeemed point call 08715203677 identifier code 42478 expires 241004
ham,You still at grand prix?,1,still grand prix
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",1,met stranger choose friend long world stand friendship never end let friend forever gud nitz
ham,I am great! How are you?,1,great
ham,Gud mrng dear have a nice day,1,gud mrng dear nice day
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,0,important customer service announcement call freephone 0800 542 0825
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,1,wa exhausted train morning much wine pie sleep well
ham,I'm going out to buy mum's present ar.,1,im going buy mum present ar
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,1,mind blastin tsunami occur rajnikant stopped swimming indian oceand
ham,If u sending her home first it's ok lor. I'm not ready yet.,1,u sending home first ok lor im ready yet
ham,Speaking of does he have any cash yet?,1,speaking doe cash yet
ham,Be happy there. I will come after noon,1,happy come noon
ham,Meet after lunch la...,1,meet lunch la
ham,TaKe CaRE n gET WeLL sOOn,1,take care n get well soon
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,0,xclusiveclubsaisai 2morow 285 soiree speciale zouk nichols parisfree rose 2 lady info 0794674629107880867867
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,1,meant say cant wait see u getting bored bridgwater banter
ham,Neva mind it's ok..,1,neva mind ok
ham,"It's fine, imma get a drink or somethin. Want me to come find you?",1,fine imma get drink somethin want come find
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,0,22 day kick euro2004 u kept date latest news result daily removed send get txt stop 83222
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,1,valentine game send dis msg ur friend 5 answer r someone really love u ques colour suit bestrply
ham,I have many dependents,1,many dependent
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,1,thanx4 today cer wa nice 2 catch ave 2 find time often oh well take care c u soonc
ham,I called and said all to him:)then he have to choose this future.,1,called said himthen choose future
ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",1,happy valentine day know early hundred handsomes beauty wish thought finish aunty uncle 1st
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,1,like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor
ham,For my family happiness..,1,family happiness
ham,I come n pick ?_ up... Come out immediately aft ur lesson...,1,come n pick come immediately aft ur lesson
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,1,let snow let snow kind weather brings ppl together friendship grow
ham,Dear we got  &lt;#&gt;  dollars hi hi,1,dear got ltgt dollar hi hi
ham,Good words.... But words may leave u in dismay many times.,1,good word word may leave u dismay many time
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,1,make sure alex know birthday fifteen minute far youre concerned
ham,"sorry, no, have got few things to do. may be in pub later.",1,sorry got thing may pub later
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",1,nah straight bring bud drink something thats actually little useful straight cash
ham,"Haha good to hear, I'm officially paid and on the market for an 8th",1,haha good hear im officially paid market 8th
ham,How many licks does it take to get to the center of a tootsie pop?,1,many lick doe take get center tootsie pop
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,1,yup thk r e teacher said make face look longer darren ask 2 cut short
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,0,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a ??350 award. If your number matches call 09064019014 to receive your ??350 award.,0,today vodafone number ending 4882 selected receive 350 award number match call 09064019014 receive 350 award
ham,Please dont say like that. Hi hi hi,1,please dont say like hi hi hi
ham,Thank u!,1,thank u
ham,Oh that was a forwarded message. I thought you send that to me,1,oh wa forwarded message thought send
ham,Got it. Seventeen pounds for seven hundred ml ??? hope ok.,1,got seventeen pound seven hundred ml hope ok
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",0,dear voucher holder 2 claim week offer pc go httpwwwetlpcoukexpressoffer tscs apply2 stop text txt stop 80062
ham,Me n him so funny...,1,n funny
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",1,sweetheart hope kind day one load reason smile biola
ham,When ?_ login dat time... Dad fetching ?_ home now?,1,login dat time dad fetching home
ham,"What will we do in the shower, baby?",1,shower baby
ham,I had askd u a question some hours before. Its answer,1,askd u question hour answer
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",1,well imma definitely need restock thanksgiving ill let know im
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",1,said kiss kiss cant sound effect gorgeous man isnt kind person need smile brighten day
ham,Probably gonna swing by in a wee bit,1,probably gon na swing wee bit
